tanaman,ketinggian,hujan,temperatur
kentang,2468,2634,16
cabai,948,1677,25
kentang,2571,3455,13
kentang,461,2889,17
stroberi,1227,696,19
jambu air,477,1206,16
stroberi,1491,612,19
jambu air,11,1069,13
kentang,1981,3165,17
cabai,1365,1759,25
stroberi,1227,617,20
cabai,1025,1974,23
kentang,2758,2503,20
stroberi,1128,643,17
bayam,753,1873,21
bayam,268,1070,29
kentang,2822,3075,17
jambu air,397,2004,23
jambu air,322,2010,10
kentang,730,2927,14
cabai,627,1053,20
jambu air,275,2104,26
kentang,1956,2458,23
stroberi,1318,609,19
cabai,961,864,21
bayam,316,1081,29
cabai,1166,1141,27
jambu air,121,2005,22
bayam,511,1095,21
cabai,849,1484,30
stroberi,1355,637,20
jambu air,213,1148,21
jambu air,233,2977,26
bayam,1603,1944,20
cabai,852,1796,30
cabai,986,1954,30
cabai,859,1561,22
cabai,86,1448,26
jambu air,76,1639,20
cabai,591,1583,29
bayam,1610,1955,26
bayam,1349,1063,22
cabai,405,1075,22
bayam,1382,1907,27
bayam,755,1719,29
cabai,340,1748,27
stroberi,1492,700,18
bayam,57,1069,30
cabai,376,876,23
jambu air,223,2444,15
kentang,2354,3220,14
cabai,1293,1771,24
bayam,1145,1877,23
cabai,139,1075,21
cabai,118,1559,22
bayam,1173,1841,21
cabai,559,1447,22
cabai,808,1616,19
kentang,2931,3384,24
kentang,967,2792,13
kentang,1612,2805,13
bayam,22,1482,24
kentang,874,2416,20
jambu air,403,2962,17
bayam,1975,1092,20
kentang,401,2893,23
jambu air,227,530,14
stroberi,1486,674,19
cabai,686,1806,19
bayam,66,1110,30
cabai,19,1014,21
stroberi,1398,682,18
jambu air,284,2226,26
kentang,1970,2473,14
jambu air,288,2237,25
cabai,1288,1839,21
bayam,1306,1681,25
bayam,1414,1005,20
stroberi,1066,639,20
bayam,1772,1671,28
bayam,643,1381,23
jambu air,288,2791,13
stroberi,1116,650,19
cabai,807,1350,25
jambu air,33,1013,19
kentang,2168,3398,15
jambu air,333,892,26
jambu air,193,2302,10
cabai,646,1775,24
bayam,1077,1818,24
bayam,1362,1224,24
bayam,1669,1022,28
bayam,586,1747,29
cabai,468,861,19
stroberi,1191,607,19
kentang,666,2441,18
bayam,1607,1682,24
jambu air,226,2371,18
kentang,1592,3411,24
kentang,400,3192,13
stroberi,1310,612,17
cabai,163,1461,25
kentang,802,3047,24
bayam,557,1401,23
kentang,1177,2618,24
cabai,505,1446,22
stroberi,1086,624,19
bayam,246,1971,29
stroberi,1309,651,20
cabai,357,1550,25
cabai,649,1146,21
kentang,1841,3374,19
jambu air,245,1553,18
kentang,809,3346,13
jambu air,69,2947,23
bayam,978,1261,24
stroberi,1463,648,17
jambu air,468,2612,26
kentang,1982,3274,13
jambu air,98,1718,16
jambu air,472,1724,17
stroberi,1000,655,17
stroberi,1223,617,19
bayam,1417,1657,24
kentang,1924,2996,21
bayam,1479,1715,28
cabai,770,1023,28
stroberi,1157,604,18
jambu air,194,1304,21
bayam,1326,1110,28
cabai,1345,1720,19
jambu air,112,2786,27
cabai,667,1430,24
stroberi,1120,608,20
bayam,1386,1223,26
jambu air,338,1447,13
jambu air,492,1605,14
stroberi,1180,695,19
stroberi,1480,668,20
kentang,2741,3215,22
stroberi,1334,635,19
stroberi,1103,668,18
kentang,933,3219,14
jambu air,391,1523,20
bayam,1673,1147,22
jambu air,305,999,21
kentang,2865,3093,15
cabai,540,1640,22
kentang,1813,3158,22
jambu air,372,2335,27
stroberi,1335,612,18
stroberi,1384,620,19
bayam,1585,1948,22
stroberi,1361,687,19
jambu air,10,512,14
bayam,1474,1464,29
cabai,633,1854,26
kentang,1413,3205,22
kentang,927,3172,14
stroberi,1260,611,20
stroberi,1496,623,20
stroberi,1225,653,20
kentang,2126,2636,21
cabai,539,977,27
stroberi,1079,622,18
bayam,1679,1930,28
cabai,300,1238,28
stroberi,1115,635,17
bayam,535,1589,27
kentang,1983,3257,14
bayam,813,1002,27
kentang,766,2733,15
bayam,159,1665,26
cabai,221,1302,22
jambu air,52,2593,15
bayam,748,1805,30
cabai,315,1171,23
bayam,1483,1137,21
kentang,902,3349,18
stroberi,1283,657,17
cabai,641,1489,22
kentang,2401,3107,15
jambu air,212,1678,12
jambu air,404,2401,18
stroberi,1186,619,19
cabai,1194,1492,21
cabai,944,1966,24
bayam,221,1629,20
jambu air,427,904,22
cabai,159,1195,21
stroberi,1472,635,19
jambu air,192,2265,17
kentang,865,3240,14
stroberi,1486,656,17
cabai,1396,1143,26
bayam,813,1397,28
cabai,1343,1536,18
bayam,830,1009,23
kentang,2921,2655,13
jambu air,270,1140,11
cabai,1083,1618,27
cabai,1385,1967,25
jambu air,154,1152,21
stroberi,1388,681,19
jambu air,190,1825,17
bayam,1998,1335,27
jambu air,163,2711,20
bayam,739,1125,22
jambu air,320,2988,25
bayam,973,1313,22
bayam,609,1761,29
kentang,609,2995,17
bayam,1579,1670,27
cabai,897,1938,19
stroberi,1225,603,20
kentang,1170,3566,20
kentang,1706,3057,19
bayam,1780,1287,25
kentang,1932,2473,18
stroberi,1087,640,18
kentang,913,2561,24
cabai,1235,1154,23
jambu air,322,724,10
cabai,536,1056,26
cabai,997,1506,23
jambu air,466,1763,22
jambu air,62,809,20
bayam,1128,1677,30
cabai,357,1460,19
kentang,1294,3281,23
kentang,1300,3103,13
bayam,1889,1167,21
jambu air,173,1276,12
jambu air,272,2480,11
kentang,2262,2637,15
jambu air,116,1613,27
kentang,2378,2922,13
bayam,725,1842,20
kentang,2306,3115,19
bayam,327,1123,21
cabai,762,1849,28
bayam,291,1817,29
stroberi,1208,649,20
kentang,1959,3096,24
kentang,1565,3517,15
kentang,1321,3045,23
cabai,930,921,30
stroberi,1425,634,19
cabai,821,1109,22
stroberi,1117,604,19
stroberi,1035,696,20
bayam,1402,1650,26
cabai,283,1410,19
bayam,700,1022,20
kentang,1780,3172,18
jambu air,113,2094,20
cabai,1339,1270,22
stroberi,1353,654,18
jambu air,354,1964,16
jambu air,279,1420,18
bayam,810,1595,29
cabai,62,1016,28
stroberi,1030,647,18
bayam,988,1295,28
cabai,264,1371,24
stroberi,1320,650,19
cabai,981,1717,26
jambu air,279,559,14
bayam,606,1156,20
cabai,887,1344,22
stroberi,1383,636,18
stroberi,1156,697,20
cabai,786,1261,29
stroberi,1277,604,19
bayam,248,1423,23
kentang,374,3205,23
jambu air,345,1694,12
stroberi,1388,693,18
kentang,2612,2460,17
stroberi,1177,649,17
cabai,196,1763,20
bayam,492,1299,22
bayam,1139,1391,30
jambu air,18,947,19
kentang,369,3262,18
kentang,1814,2954,22
bayam,1809,1473,29
jambu air,177,2200,27
jambu air,123,1612,27
bayam,1181,1461,30
kentang,1494,2589,15
stroberi,1138,611,18
kentang,2401,3446,13
bayam,1962,1499,27
jambu air,356,945,18
cabai,365,1376,28
cabai,796,1576,24
cabai,32,1418,26
cabai,666,1527,19
bayam,1336,1449,22
stroberi,1395,650,18
kentang,2079,2735,15
jambu air,175,2658,12
bayam,1390,1259,29
jambu air,295,2036,15
cabai,152,1631,19
kentang,317,2630,24
bayam,1748,1904,21
stroberi,1497,677,19
bayam,118,1898,23
kentang,1621,3205,14
cabai,904,1819,25
stroberi,1489,683,17
jambu air,98,1381,10
jambu air,315,684,14
bayam,1263,1032,30
bayam,352,1086,22
stroberi,1297,602,18
kentang,2480,2599,21
stroberi,1275,648,18
cabai,878,1526,18
kentang,1649,2610,15
jambu air,59,2603,23
stroberi,1060,683,19
jambu air,173,1859,21
bayam,1438,1922,23
jambu air,94,2796,25
bayam,1733,1741,27
bayam,1338,1228,22
kentang,713,2726,22
kentang,798,2665,22
jambu air,47,1574,20
cabai,626,1526,23
stroberi,1389,667,19
cabai,716,1232,24
jambu air,200,2729,15
cabai,325,1896,21
bayam,1296,1592,28
stroberi,1181,626,19
stroberi,1448,696,19
bayam,15,1750,28
stroberi,1065,640,17
bayam,1329,1618,22
stroberi,1092,660,18
bayam,1940,1661,21
jambu air,456,2817,19
jambu air,9,2499,19
stroberi,1420,606,20
stroberi,1364,693,19
kentang,1473,2635,17
jambu air,319,2364,27
cabai,258,1694,30
stroberi,1332,660,17
kentang,870,3172,14
bayam,1251,1174,25
kentang,2635,2429,24
kentang,1390,3240,18
cabai,816,1535,26
cabai,454,1840,18
bayam,559,1428,28
jambu air,449,2248,16
cabai,18,1007,29
kentang,1555,2659,14
jambu air,327,2219,24
stroberi,1409,669,20
jambu air,129,2047,12
jambu air,305,1884,11
stroberi,1391,697,18
stroberi,1487,678,19
bayam,1562,2000,22
kentang,2304,3259,20
kentang,2974,3500,22
stroberi,1116,617,20
jambu air,21,2712,16
bayam,736,1863,30
jambu air,231,1786,16
bayam,1080,1595,27
kentang,638,2677,21
kentang,2737,2562,20
bayam,402,1100,21
bayam,1308,1642,27
bayam,1110,1252,23
cabai,1152,1382,18
jambu air,82,1608,11
kentang,1109,3162,15
cabai,998,885,26
bayam,153,1874,20
stroberi,1008,673,20
bayam,434,1479,25
cabai,224,1932,26
jambu air,7,1697,16
jambu air,394,2577,23
kentang,2767,3191,17
jambu air,134,1134,24
cabai,143,1128,27
jambu air,333,779,13
cabai,371,959,29
jambu air,167,1830,21
kentang,314,2993,23
bayam,1750,1824,25
jambu air,295,2541,27
jambu air,104,2288,20
jambu air,90,2195,14
bayam,906,1174,25
cabai,321,1700,19
cabai,1381,1693,24
bayam,1975,1577,24
bayam,321,1152,24
stroberi,1195,612,19
kentang,2021,3497,13
jambu air,214,561,24
jambu air,480,2308,13
bayam,1969,1972,21
cabai,887,1274,28
bayam,758,1220,22
bayam,1990,1476,23
jambu air,250,1303,28
bayam,79,1327,26
bayam,1559,1806,27
stroberi,1241,692,18
jambu air,454,2257,13
cabai,696,1512,19
cabai,1292,1207,18
stroberi,1183,685,19
stroberi,1351,626,19
kentang,2614,2525,19
bayam,1656,1912,29
bayam,756,1180,27
bayam,417,1112,21
cabai,1193,1231,30
kentang,707,3498,16
bayam,601,1386,20
kentang,357,2702,16
kentang,2238,2716,19
kentang,899,3207,18
cabai,1233,1282,30
stroberi,1051,638,17
jambu air,68,706,15
bayam,1903,1418,21
bayam,710,1776,28
kentang,2152,3105,20
kentang,1813,2522,17
kentang,357,2539,18
jambu air,373,2184,16
jambu air,141,2030,20
cabai,705,1082,25
kentang,723,3416,16
jambu air,496,1314,13
bayam,1506,1917,30
cabai,288,1540,30
jambu air,288,2934,16
kentang,1102,2545,19
stroberi,1220,670,17
kentang,367,2880,21
stroberi,1412,625,20
cabai,1209,1605,24
cabai,32,1795,20
cabai,474,1828,22
jambu air,301,1800,14
bayam,920,1514,24
kentang,2280,3002,20
bayam,1621,1987,24
jambu air,341,1302,21
jambu air,322,2441,12
stroberi,1229,692,17
cabai,336,1100,18
kentang,1538,3283,20
cabai,1021,1708,29
jambu air,241,1761,12
bayam,210,1902,25
kentang,2242,3027,17
bayam,1661,1839,26
kentang,2948,2717,21
bayam,1374,1152,20
bayam,1496,1103,20
bayam,140,1371,23
kentang,1969,2488,14
bayam,859,1006,28
bayam,1017,1677,21
stroberi,1079,684,20
bayam,148,1239,24
jambu air,476,2489,27
stroberi,1481,650,18
stroberi,1346,679,17
kentang,655,3463,18
jambu air,492,2015,20
kentang,1894,2422,22
stroberi,1464,679,17
kentang,672,2541,21
kentang,1472,2914,23
bayam,1367,1617,30
cabai,1013,1082,23
kentang,1385,2990,16
stroberi,1073,684,19
cabai,802,866,26
bayam,1099,1985,28
jambu air,70,2217,10
bayam,1369,1405,22
kentang,480,3215,19
kentang,1710,2683,20
kentang,1965,3274,24
jambu air,433,2818,27
cabai,1040,1635,25
kentang,1342,3263,23
jambu air,90,1640,17
cabai,924,1879,23
jambu air,490,2985,13
jambu air,193,1692,10
stroberi,1325,685,19
bayam,684,1304,25
jambu air,34,602,22
jambu air,160,2089,28
cabai,602,1983,21
cabai,1295,1356,24
jambu air,50,530,17
stroberi,1479,685,19
cabai,586,1917,27
cabai,1336,1621,28
stroberi,1469,666,17
bayam,528,1926,22
stroberi,1123,696,18
jambu air,250,2050,21
kentang,2424,3579,18
cabai,11,1820,26
stroberi,1295,648,19
bayam,245,1985,30
cabai,858,1934,21
jambu air,324,1778,24
stroberi,1455,650,17
stroberi,1097,677,19
cabai,460,989,27
cabai,1353,872,22
cabai,435,1788,19
kentang,2420,3218,18
bayam,961,1260,27
bayam,206,1399,24
stroberi,1134,693,19
jambu air,125,2198,11
cabai,1181,1342,19
bayam,587,1377,22
cabai,1292,1303,19
jambu air,21,1976,18
cabai,508,1015,30
cabai,1024,876,28
cabai,695,1230,19
jambu air,323,519,22
jambu air,167,2645,21
stroberi,1121,617,20
cabai,1130,1939,25
jambu air,334,2464,13
stroberi,1012,632,20
bayam,1899,1631,20
jambu air,6,1194,15
stroberi,1023,639,19
stroberi,1139,680,17
cabai,1281,1877,27
kentang,1083,2479,20
bayam,1854,1199,22
jambu air,108,2765,19
bayam,166,1590,30
bayam,408,1926,22
cabai,1119,1605,25
stroberi,1203,642,18
bayam,125,1458,20
bayam,1103,1626,27
cabai,780,1170,25
kentang,2285,3240,23
stroberi,1027,688,18
kentang,1730,2676,18
cabai,89,1124,25
bayam,571,1350,27
bayam,1634,1089,22
bayam,295,1436,28
cabai,843,969,25
stroberi,1134,676,19
kentang,2470,3597,16
kentang,2181,3397,18
stroberi,1162,660,19
stroberi,1138,682,17
jambu air,298,1660,28
stroberi,1418,658,17
bayam,1569,1026,26
bayam,389,1258,27
stroberi,1476,633,18
bayam,1929,1862,29
kentang,2740,3306,24
kentang,2740,2491,20
jambu air,120,558,14
kentang,2783,3559,21
stroberi,1479,626,18
jambu air,47,969,15
bayam,636,1639,25
stroberi,1181,658,18
kentang,1291,2611,19
stroberi,1152,652,17
stroberi,1352,649,18
cabai,993,1425,21
bayam,1984,1577,28
bayam,1893,1364,24
jambu air,475,1789,10
stroberi,1307,659,20
stroberi,1274,649,18
stroberi,1390,692,18
kentang,1228,2639,23
jambu air,458,1533,25
stroberi,1006,656,18
jambu air,113,515,10
kentang,1473,3069,14
bayam,910,1419,22
cabai,312,849,28
stroberi,1228,654,18
stroberi,1334,654,17
kentang,1934,2875,14
cabai,1252,1707,24
kentang,1053,3354,22
bayam,1776,1703,22
bayam,1047,1599,30
kentang,2901,3386,23
kentang,1145,2810,14
bayam,1458,1623,24
kentang,1248,2804,18
cabai,477,1362,18
cabai,16,861,23
bayam,1347,1958,29
stroberi,1387,615,18
stroberi,1192,654,18
stroberi,1464,601,19
bayam,1384,1327,25
stroberi,1217,689,19
cabai,1011,828,21
cabai,111,1839,24
stroberi,1218,619,19
kentang,604,3000,13
jambu air,234,2727,20
jambu air,321,920,10
jambu air,418,1693,19
stroberi,1440,662,19
cabai,680,830,28
jambu air,411,1993,10
kentang,2464,2563,17
jambu air,151,2117,19
kentang,527,2768,20
jambu air,116,2365,14
jambu air,265,2673,14
jambu air,59,2451,25
kentang,884,2723,16
kentang,2758,2583,21
kentang,2342,2665,21
bayam,1953,1736,30
cabai,875,1374,25
cabai,1373,1048,30
kentang,2145,3372,18
bayam,387,1768,29
kentang,1580,3418,23
cabai,567,1221,23
bayam,1919,1557,25
stroberi,1104,692,17
stroberi,1046,632,20
kentang,1273,3080,16
kentang,389,3338,21
bayam,798,1875,29
jambu air,123,2900,28
bayam,421,1986,26
stroberi,1491,632,19
cabai,1161,1232,18
jambu air,157,856,17
bayam,898,1474,28
jambu air,344,2957,24
jambu air,448,2321,11
jambu air,434,1195,18
cabai,860,1266,27
cabai,69,1139,30
cabai,434,1662,20
kentang,2812,3425,21
cabai,60,1746,30
jambu air,299,712,25
stroberi,1092,660,17
stroberi,1363,650,17
jambu air,419,2878,12
stroberi,1159,693,17
jambu air,148,2938,13
cabai,836,1685,30
cabai,398,1989,28
bayam,1004,1642,21
kentang,1473,3089,16
kentang,2216,3359,21
bayam,51,1784,27
cabai,368,1230,27
bayam,270,1120,20
cabai,1016,817,22
kentang,1090,2421,13
cabai,970,1022,24
kentang,343,2802,24
jambu air,247,1462,28
bayam,831,1912,29
stroberi,1070,661,19
bayam,1714,1356,23
kentang,330,2899,19
stroberi,1495,623,17
kentang,2085,2827,24
jambu air,274,1544,20
kentang,2222,2982,22
bayam,979,1691,22
stroberi,1195,619,20
stroberi,1151,649,17
jambu air,421,2937,23
kentang,1000,3199,19
kentang,1492,2946,16
jambu air,21,1558,19
cabai,380,1778,29
cabai,224,1254,29
cabai,1255,1180,26
jambu air,497,2582,22
bayam,1733,1726,27
kentang,1931,3373,18
jambu air,35,1993,12
stroberi,1344,677,19
bayam,558,1887,21
cabai,589,1516,27
bayam,282,1114,24
kentang,1392,2769,17
jambu air,425,835,25
cabai,924,1513,22
bayam,832,1548,27
jambu air,91,763,18
kentang,1366,3111,18
cabai,589,1125,29
bayam,930,1837,20
cabai,432,809,25
cabai,340,1108,20
kentang,2000,2543,22
kentang,2085,3042,14
jambu air,264,2947,27
cabai,1359,1540,21
jambu air,78,1499,18
kentang,2158,3236,13
bayam,601,1891,30
stroberi,1281,677,20
kentang,639,2795,16
bayam,1467,1046,27
cabai,869,997,21
kentang,2760,3405,23
jambu air,83,1274,14
bayam,1909,1165,23
jambu air,229,593,19
stroberi,1368,614,19
stroberi,1026,675,19
bayam,1328,1415,28
kentang,1619,3489,24
bayam,1656,1974,29
kentang,1652,3188,24
cabai,327,1838,28
jambu air,159,1550,24
stroberi,1074,681,18
kentang,325,2896,21
kentang,1414,3373,16
bayam,823,1430,21
jambu air,332,1473,18
kentang,1506,2738,24
jambu air,15,2215,20
jambu air,119,1975,20
jambu air,437,1274,13
bayam,198,1714,26
kentang,1289,2443,13
stroberi,1271,646,20
bayam,198,1565,22
stroberi,1086,635,20
kentang,990,3359,15
bayam,398,1836,27
stroberi,1389,648,18
cabai,267,1853,22
cabai,951,1787,19
cabai,586,1714,24
jambu air,443,518,22
jambu air,164,801,13
stroberi,1425,625,20
cabai,67,1146,27
jambu air,69,1151,11
bayam,321,1146,27
cabai,468,1533,19
kentang,2204,2464,15
stroberi,1448,613,17
kentang,325,2592,15
stroberi,1010,610,19
cabai,1392,1153,23
bayam,1838,1685,25
stroberi,1066,668,17
kentang,527,2437,22
jambu air,418,1920,23
cabai,103,1902,22
cabai,1230,1843,24
cabai,1127,840,26
jambu air,188,2611,14
jambu air,132,1287,24
cabai,1188,1073,21
jambu air,370,1996,16
kentang,1975,2704,16
stroberi,1257,610,18
stroberi,1366,655,20
cabai,944,1392,22
cabai,929,1396,26
jambu air,217,2727,18
kentang,2586,2717,23
jambu air,82,2356,21
kentang,960,3038,13
cabai,412,1148,29
kentang,733,2739,16
bayam,1181,1075,23
kentang,2082,2699,15
bayam,1018,1249,27
bayam,1627,1544,28
bayam,1607,1425,29
bayam,1459,1546,30
bayam,1636,1616,22
cabai,955,1831,28
bayam,1372,1912,22
bayam,579,1886,21
jambu air,98,1120,16
jambu air,345,2481,17
bayam,867,1675,22
cabai,523,1504,18
stroberi,1239,664,20
bayam,1344,1795,28
stroberi,1289,639,20
jambu air,116,1063,24
jambu air,150,932,11
kentang,368,3435,17
cabai,109,1669,23
bayam,12,1066,22
jambu air,258,916,22
bayam,1643,1939,23
stroberi,1212,650,19
kentang,2869,3066,13
cabai,1357,1796,29
kentang,1355,3461,18
cabai,1240,1410,28
cabai,1397,1199,24
cabai,745,970,25
bayam,90,1145,28
stroberi,1060,602,19
kentang,1139,3206,18
stroberi,1111,677,17
bayam,1676,1670,23
kentang,645,3336,24
kentang,1907,3230,19
stroberi,1301,700,18
cabai,366,1042,24
stroberi,1435,615,19
jambu air,99,1448,14
bayam,284,1536,24
jambu air,487,1464,19
bayam,1940,1107,28
bayam,951,1514,25
jambu air,119,2738,26
jambu air,133,1340,17
kentang,750,2753,14
stroberi,1354,642,19
cabai,732,1905,25
jambu air,355,1896,19
jambu air,452,2405,24
stroberi,1277,659,18
bayam,1669,1918,30
bayam,1653,1157,21
bayam,195,1363,30
bayam,1873,1847,29
bayam,1902,1061,26
stroberi,1089,632,18
bayam,1262,1824,22
stroberi,1464,691,20
stroberi,1260,601,17
cabai,477,860,25
kentang,2616,3279,22
stroberi,1329,625,19
bayam,705,1087,27
bayam,431,1437,28
stroberi,1112,669,19
bayam,720,1163,21
cabai,1144,1052,28
jambu air,264,2032,16
cabai,849,948,19
kentang,2901,2909,22
jambu air,457,545,16
jambu air,59,1960,15
cabai,994,824,23
kentang,2629,3388,22
bayam,1766,1711,22
bayam,550,1422,21
kentang,1638,2588,16
stroberi,1492,651,20
cabai,1070,1671,21
cabai,779,1083,18
bayam,397,1065,26
kentang,2027,3495,18
jambu air,50,1711,23
stroberi,1169,667,17
cabai,622,1825,25
jambu air,414,2461,17
jambu air,455,610,19
jambu air,252,2498,24
stroberi,1053,620,17
jambu air,361,1440,23
cabai,587,1161,29
stroberi,1228,695,19
stroberi,1121,621,18
cabai,887,1145,19
jambu air,463,2547,20
cabai,1176,1703,20
stroberi,1175,649,17
jambu air,449,2070,13
cabai,693,1194,24
stroberi,1058,648,19
stroberi,1091,697,18
cabai,245,1803,23
bayam,1155,1559,21
stroberi,1373,643,17
stroberi,1320,691,18
cabai,967,1112,22
jambu air,302,2006,26
bayam,1054,1004,29
cabai,383,997,26
jambu air,268,855,23
jambu air,454,1464,22
bayam,488,1399,23
cabai,1186,1296,27
stroberi,1159,690,18
bayam,1865,1806,20
stroberi,1458,695,17
bayam,620,1360,22
kentang,1415,3021,17
jambu air,113,1499,19
stroberi,1320,638,19
cabai,926,1605,20
kentang,2991,3138,22
kentang,1333,2475,23
stroberi,1040,650,17
bayam,427,1691,21
stroberi,1122,688,20
jambu air,119,2450,22
cabai,1018,1227,21
bayam,220,1549,29
jambu air,129,2778,17
cabai,190,1678,26
bayam,538,1661,27
kentang,835,2811,14
cabai,314,1628,22
jambu air,413,1037,21
jambu air,363,1294,11
bayam,508,1721,30
cabai,565,1029,21
cabai,1328,832,24
kentang,2198,2434,20
stroberi,1480,659,17
kentang,2003,3538,18
stroberi,1286,623,17
stroberi,1189,627,17
jambu air,83,574,18
bayam,1652,1682,26
cabai,911,1881,20
stroberi,1115,634,17
bayam,261,1812,20
jambu air,96,1003,13
kentang,1116,3520,22
stroberi,1035,692,20
bayam,480,1922,22
bayam,1870,1550,24
jambu air,442,1261,22
bayam,1002,1979,25
cabai,1091,1962,26
bayam,1982,1593,20
kentang,2207,2883,15
kentang,465,3386,18
kentang,1555,2582,21
cabai,815,1642,29
jambu air,351,1226,12
cabai,1241,1398,28
bayam,1145,1359,27
cabai,197,1045,20
cabai,653,1889,18
stroberi,1074,647,19
stroberi,1242,674,19
bayam,875,1862,21
jambu air,116,1127,11
bayam,1050,1992,29
cabai,1344,1949,27
cabai,1002,1300,19
stroberi,1193,675,17
stroberi,1051,621,18
cabai,294,1859,21
bayam,1560,1993,26
stroberi,1178,611,19
bayam,1348,1101,26
bayam,113,1399,29
kentang,510,2421,15
cabai,1215,1786,26
stroberi,1021,673,18
cabai,864,1719,27
bayam,1694,1933,24
cabai,540,863,27
stroberi,1009,699,19
cabai,1034,1464,29
stroberi,1078,622,17
cabai,515,1767,29
cabai,289,1089,28
stroberi,1482,638,18
jambu air,305,2299,20
kentang,753,2412,24
stroberi,1035,699,20
jambu air,55,747,17
jambu air,338,2677,15
jambu air,259,1597,12
stroberi,1097,660,17
cabai,936,1543,22
stroberi,1246,685,19
jambu air,455,768,26
kentang,1530,2754,23
bayam,1867,1289,21
stroberi,1014,649,19
kentang,2535,2565,18
cabai,522,1463,20
bayam,657,1216,28
stroberi,1424,633,18
cabai,1207,995,22
stroberi,1038,652,18
jambu air,200,2018,24
jambu air,221,1463,22
jambu air,393,2500,14
jambu air,44,2838,23
cabai,1117,1024,28
kentang,2670,2955,14
bayam,89,1537,29
bayam,1368,1045,24
kentang,906,2617,14
stroberi,1350,697,18
jambu air,332,1924,10
kentang,712,3348,16
bayam,1792,1780,27
jambu air,293,560,21
stroberi,1293,688,20
kentang,1036,2655,24
stroberi,1440,620,17
bayam,1635,1858,30
jambu air,97,1163,19
jambu air,259,1210,21
bayam,1102,1664,24
jambu air,139,1216,10
jambu air,378,1948,10
stroberi,1452,698,19
jambu air,242,567,27
stroberi,1466,681,19
bayam,238,1431,28
bayam,296,1804,23
cabai,355,1124,21
kentang,2282,3259,19
cabai,1039,1113,21
cabai,892,943,25
kentang,996,3141,17
bayam,365,1411,25
jambu air,39,775,17
stroberi,1216,603,20
kentang,590,3077,24
cabai,1162,1382,23
stroberi,1227,622,17
stroberi,1356,610,20
cabai,693,972,29
jambu air,174,2679,18
kentang,476,3554,14
jambu air,320,717,26
cabai,574,1248,24
bayam,36,1504,27
bayam,290,1926,29
bayam,1439,1483,25
jambu air,353,1476,28
jambu air,42,1490,23
bayam,1474,1049,27
kentang,2427,3350,13
jambu air,223,618,16
stroberi,1286,674,20
bayam,712,1538,29
cabai,1161,1166,21
cabai,243,830,28
bayam,1035,1159,24
kentang,2120,3340,22
kentang,2883,2827,21
cabai,1180,1014,26
bayam,164,1138,20
bayam,16,1650,25
cabai,447,917,22
bayam,1369,1335,30
jambu air,236,1140,28
bayam,83,1482,30
stroberi,1272,629,19
cabai,242,1160,26
kentang,1327,2846,15
cabai,334,1388,25
bayam,360,1775,26
kentang,1547,3214,22
jambu air,128,2491,11
kentang,1588,2400,24
cabai,234,1108,20
bayam,1061,1764,27
kentang,1850,2642,13
stroberi,1345,617,20
stroberi,1099,662,17
jambu air,297,1369,28
cabai,1373,1973,19
stroberi,1350,625,18
stroberi,1358,661,17
jambu air,352,778,25
jambu air,194,675,12
jambu air,254,2016,10
cabai,1057,1226,26
stroberi,1402,649,17
cabai,317,1813,18
jambu air,416,518,10
bayam,645,1895,30
kentang,737,3549,17
jambu air,253,2110,26
cabai,1397,1641,28
kentang,537,3200,20
bayam,1478,1285,29
jambu air,38,1003,22
jambu air,27,2862,19
bayam,463,1462,23
stroberi,1432,635,17
kentang,639,3524,14
kentang,2524,2866,22
cabai,769,948,19
stroberi,1422,676,19
bayam,926,1942,20
stroberi,1029,643,19
kentang,1786,3182,18
stroberi,1036,616,18
stroberi,1037,646,18
bayam,637,1122,29
kentang,681,2878,24
cabai,1259,1110,27
jambu air,29,1214,22
kentang,1812,2877,21
stroberi,1086,700,19
bayam,81,1567,30
jambu air,99,2564,10
cabai,1232,1065,19
jambu air,492,996,27
bayam,1640,1193,22
kentang,1109,3297,16
bayam,1102,1526,30
stroberi,1308,632,20
cabai,852,987,20
jambu air,457,2007,19
cabai,1307,1016,18
cabai,179,1608,22
stroberi,1190,611,20
kentang,1832,2623,14
bayam,383,1692,21
kentang,2612,2403,23
bayam,1622,1154,24
cabai,1261,1545,18
cabai,1041,1283,29
cabai,249,1486,24
kentang,2863,3096,21
kentang,953,2646,19
cabai,63,1281,30
kentang,1237,3039,21
stroberi,1191,603,19
kentang,1028,3415,24
cabai,801,1378,25
bayam,1669,1698,22
jambu air,181,2047,25
cabai,785,1237,30
cabai,821,1018,22
kentang,2199,2529,14
bayam,248,1490,23
bayam,33,1144,25
stroberi,1484,652,20
kentang,1989,2675,18
stroberi,1387,693,17
stroberi,1477,665,20
cabai,468,983,19
bayam,1220,1347,27
bayam,1600,1714,21
jambu air,111,997,16
stroberi,1422,675,18
cabai,235,982,22
stroberi,1071,646,17
bayam,1171,1044,25
jambu air,362,550,28
cabai,714,1736,19
stroberi,1345,667,20
cabai,1099,848,27
stroberi,1143,630,19
cabai,471,1843,23
cabai,1308,1283,23
jambu air,407,2944,26
cabai,711,1903,30
bayam,1092,1601,28
jambu air,349,2771,10
jambu air,71,2044,21
cabai,652,870,24
kentang,2334,3563,23
kentang,2912,2585,18
bayam,571,1492,30
cabai,1347,1655,21
