tanaman,ketinggian,hujan,temperatur
stroberi,1156,611,19
stroberi,1260,663,19
kentang,2560,2540,24
bayam,886,1011,22
jambu air,79,679,11
kentang,2138,2605,20
bayam,1752,1930,30
bayam,1640,1241,20
bayam,1685,1887,24
kentang,1443,3287,16
bayam,1548,1551,21
cabai,1162,1710,27
kentang,2534,2444,19
jambu air,239,2067,20
kentang,1890,3056,20
kentang,1096,3110,19
jambu air,89,1185,23
bayam,138,1204,23
bayam,1583,1933,30
stroberi,1250,676,20
bayam,1772,1734,30
jambu air,431,2186,13
bayam,1948,1357,29
stroberi,1321,637,17
stroberi,1312,624,20
bayam,155,1878,21
bayam,869,1743,28
jambu air,361,2691,14
kentang,375,3019,18
stroberi,1106,633,17
jambu air,60,1697,28
jambu air,105,934,20
cabai,897,820,23
jambu air,14,2984,24
kentang,1671,3112,14
kentang,2207,3284,13
kentang,2133,3424,22
jambu air,302,1303,26
cabai,821,1815,25
cabai,774,1575,30
stroberi,1419,629,19
stroberi,1486,606,19
jambu air,412,1600,12
kentang,1173,2492,18
kentang,1933,2509,16
cabai,884,1872,21
bayam,490,1433,24
cabai,343,827,26
bayam,1331,1447,27
kentang,2491,2601,22
jambu air,312,1282,13
bayam,1207,1395,30
jambu air,479,2681,16
kentang,1073,3004,23
bayam,1277,1517,28
kentang,587,3025,16
kentang,823,3584,21
kentang,560,3523,19
jambu air,68,1880,20
bayam,423,1998,23
jambu air,255,2305,27
stroberi,1429,604,18
cabai,934,1040,18
cabai,238,869,29
kentang,2073,3153,16
jambu air,246,808,19
stroberi,1037,634,18
jambu air,451,1569,23
kentang,456,3141,17
cabai,642,1841,27
stroberi,1269,674,20
bayam,178,1719,25
kentang,655,2415,24
bayam,827,1489,21
bayam,1841,1417,25
cabai,234,1015,24
kentang,2246,2875,18
cabai,627,1464,29
cabai,790,1807,25
cabai,556,1898,25
kentang,1001,3185,21
bayam,65,1802,29
cabai,268,1840,30
jambu air,380,2109,25
bayam,1030,1450,24
jambu air,375,1073,22
cabai,1257,940,24
kentang,1507,2964,14
kentang,694,3207,23
stroberi,1409,603,20
jambu air,378,939,26
kentang,1034,3461,16
kentang,2739,2490,15
jambu air,424,1899,15
bayam,949,1372,26
jambu air,92,2359,25
cabai,77,1331,19
kentang,2672,3010,21
kentang,1946,2815,21
jambu air,96,1083,12
stroberi,1193,681,20
jambu air,258,1273,22
jambu air,117,2977,28
kentang,2891,3187,15
cabai,1079,1570,26
stroberi,1468,690,20
kentang,2829,2997,15
stroberi,1104,661,18
bayam,31,1745,28
kentang,1480,3540,15
cabai,95,1553,18
kentang,979,3393,24
jambu air,457,1271,18
stroberi,1355,629,17
jambu air,151,1963,11
jambu air,98,2969,17
stroberi,1424,656,20
jambu air,214,2258,11
stroberi,1436,654,17
stroberi,1270,603,20
cabai,1325,856,29
jambu air,344,2936,12
bayam,749,1757,27
stroberi,1421,659,20
kentang,2289,3374,24
stroberi,1384,664,20
stroberi,1057,660,17
bayam,1532,1889,27
kentang,2195,2930,14
kentang,2405,3396,15
bayam,1387,1279,21
bayam,23,1601,27
cabai,93,1415,27
stroberi,1300,668,17
kentang,1802,2445,14
jambu air,71,1401,15
cabai,808,914,19
jambu air,421,2599,25
kentang,307,2433,21
bayam,408,1077,28
cabai,440,1741,20
kentang,1670,3243,19
bayam,1689,1949,30
bayam,6,1117,28
kentang,524,2883,22
stroberi,1425,608,19
cabai,329,1255,21
stroberi,1120,634,18
stroberi,1096,630,20
jambu air,54,2109,26
kentang,1260,3269,13
bayam,857,1788,22
stroberi,1463,616,18
kentang,2859,2459,23
cabai,260,1621,23
jambu air,83,1178,24
jambu air,475,549,13
bayam,783,1933,24
stroberi,1300,679,17
bayam,1071,1076,28
cabai,383,1928,19
bayam,599,1806,23
stroberi,1460,627,19
stroberi,1219,663,18
kentang,381,2628,21
cabai,209,1419,18
jambu air,330,1453,28
stroberi,1131,680,17
cabai,431,1977,21
jambu air,25,1464,27
cabai,1193,1848,30
stroberi,1072,601,18
kentang,376,2447,23
stroberi,1329,617,17
jambu air,49,971,26
stroberi,1460,639,19
stroberi,1465,697,20
jambu air,262,2584,11
cabai,1080,1447,22
jambu air,219,2125,12
kentang,2920,3464,20
bayam,1233,1575,29
stroberi,1011,603,18
cabai,1252,1932,19
kentang,1497,2908,19
bayam,1425,1415,27
kentang,2567,3170,22
jambu air,42,663,17
stroberi,1007,676,19
stroberi,1216,654,19
kentang,862,2409,24
bayam,1634,1023,21
jambu air,333,2178,25
jambu air,422,591,22
jambu air,356,1752,20
cabai,1057,1738,26
stroberi,1104,608,20
stroberi,1245,682,19
jambu air,180,1573,16
cabai,18,1873,26
kentang,2712,2727,17
bayam,673,1920,20
stroberi,1244,633,18
bayam,192,1000,23
kentang,658,2498,19
jambu air,121,1597,13
kentang,2099,2836,18
kentang,2560,2930,19
kentang,689,2612,21
stroberi,1324,640,18
bayam,1095,1696,24
jambu air,418,2924,24
bayam,387,1791,30
kentang,1381,2766,19
kentang,999,2514,17
cabai,820,1164,19
kentang,2654,2466,21
cabai,943,1228,21
stroberi,1149,663,19
kentang,1405,2564,13
bayam,368,1341,30
bayam,1511,1851,20
stroberi,1229,631,18
kentang,2382,3490,21
jambu air,244,850,16
bayam,319,1732,24
cabai,1081,1778,24
stroberi,1147,638,17
bayam,1676,1867,25
bayam,997,1588,20
stroberi,1074,601,17
jambu air,400,2384,22
kentang,1641,3406,19
kentang,1166,2943,15
stroberi,1328,606,19
cabai,461,1551,27
jambu air,146,908,22
cabai,983,1750,29
bayam,638,1212,24
cabai,1012,1878,25
cabai,1105,1023,28
bayam,98,1201,20
jambu air,322,2894,21
stroberi,1127,675,20
kentang,856,2644,17
jambu air,118,672,15
cabai,695,1806,21
bayam,1492,1605,22
jambu air,316,2699,19
bayam,1050,1786,28
jambu air,311,2072,20
kentang,2936,2783,15
cabai,239,1299,27
cabai,934,1494,22
cabai,87,1413,18
cabai,722,1245,22
kentang,1461,2790,17
jambu air,247,1215,26
cabai,183,1412,22
stroberi,1498,637,18
bayam,1991,1464,20
kentang,2894,2821,18
stroberi,1060,677,19
kentang,1855,3332,19
stroberi,1484,691,20
bayam,1580,1273,25
stroberi,1469,623,17
cabai,1098,1190,22
stroberi,1018,617,18
stroberi,1189,679,20
bayam,541,1199,26
bayam,1250,1361,22
bayam,369,1538,30
jambu air,274,601,10
bayam,1941,1729,28
cabai,299,1478,22
stroberi,1271,656,20
kentang,2762,2858,20
bayam,345,1082,22
kentang,2921,3385,16
bayam,91,1040,28
cabai,600,986,20
bayam,1407,1144,25
bayam,569,1306,28
kentang,2669,3144,20
cabai,579,1760,21
cabai,1304,1553,30
bayam,1950,1036,30
kentang,1953,2662,13
kentang,2469,2635,22
kentang,2624,3319,17
bayam,1959,1911,25
cabai,844,1623,18
kentang,1835,2687,18
bayam,506,1273,23
cabai,1331,1293,29
kentang,2010,3489,18
cabai,763,806,20
stroberi,1240,600,18
jambu air,222,1197,27
bayam,585,1146,24
kentang,1603,2515,21
bayam,1182,1466,24
jambu air,479,1526,27
cabai,610,1585,26
kentang,2638,2559,22
kentang,1270,3203,19
bayam,34,1574,26
stroberi,1365,635,18
bayam,958,1586,22
cabai,328,1593,22
kentang,395,2739,15
stroberi,1264,678,19
cabai,1149,969,25
jambu air,454,542,25
jambu air,106,1287,19
stroberi,1120,670,20
kentang,2241,2962,14
kentang,1278,2684,20
stroberi,1478,603,19
jambu air,232,2980,12
bayam,1357,1544,25
jambu air,48,1662,21
stroberi,1313,672,17
stroberi,1041,645,20
stroberi,1163,602,19
bayam,216,1061,22
stroberi,1268,624,17
jambu air,147,1448,11
kentang,2904,2835,17
cabai,853,1871,22
kentang,950,3280,21
cabai,763,1374,26
jambu air,135,1703,10
cabai,1176,893,23
jambu air,240,1847,18
cabai,1338,1652,30
cabai,1254,1201,20
stroberi,1005,669,20
cabai,1152,886,24
cabai,39,1046,24
stroberi,1000,662,20
jambu air,215,2401,13
jambu air,323,1111,15
bayam,853,1907,22
bayam,1714,1864,24
cabai,1251,1662,18
stroberi,1079,609,17
jambu air,475,2404,19
cabai,721,929,21
stroberi,1247,647,20
jambu air,255,718,11
bayam,720,1993,23
cabai,1300,1637,18
jambu air,217,543,19
kentang,1794,2788,18
kentang,2495,3533,24
jambu air,423,2689,19
kentang,454,2951,18
bayam,156,1714,30
bayam,45,1579,29
bayam,1643,1780,27
bayam,747,1547,22
cabai,1342,812,25
cabai,194,1079,20
cabai,490,1844,25
stroberi,1011,625,18
kentang,625,2629,16
stroberi,1202,623,17
cabai,143,1265,19
bayam,539,1970,22
bayam,1305,1563,30
bayam,1020,1704,25
cabai,1010,961,23
jambu air,458,506,25
bayam,1745,1873,21
kentang,904,3092,20
stroberi,1179,615,19
stroberi,1178,627,18
jambu air,303,600,18
kentang,2155,3240,21
kentang,1607,3208,23
jambu air,97,534,14
stroberi,1391,697,20
cabai,938,1966,22
jambu air,190,2997,13
bayam,1717,1079,25
bayam,13,1220,20
cabai,890,1647,21
stroberi,1141,688,17
stroberi,1403,606,19
cabai,902,1278,19
stroberi,1394,666,17
cabai,481,1938,19
cabai,86,1421,22
jambu air,277,1567,28
stroberi,1013,646,17
cabai,974,1110,18
stroberi,1452,700,18
cabai,1179,1944,26
stroberi,1335,639,18
jambu air,403,555,21
cabai,415,1956,29
bayam,1501,1840,29
kentang,2194,3163,14
cabai,263,821,29
kentang,1757,2875,21
stroberi,1204,647,20
jambu air,117,2190,11
jambu air,356,1125,21
bayam,1373,1986,20
cabai,1036,1060,26
jambu air,457,842,10
jambu air,213,2382,20
kentang,545,2527,15
bayam,762,1093,29
stroberi,1038,675,18
jambu air,380,2852,24
bayam,548,1250,25
kentang,1078,2489,19
jambu air,139,2278,28
jambu air,88,1826,18
jambu air,455,1092,15
kentang,2106,3038,18
stroberi,1044,633,20
bayam,459,1685,21
kentang,2896,2581,22
kentang,2424,2903,18
bayam,464,1123,26
jambu air,96,1714,12
bayam,1658,1751,30
stroberi,1109,648,17
jambu air,218,1136,18
kentang,1031,3512,16
jambu air,94,1288,17
bayam,1521,1399,25
kentang,1397,2426,15
bayam,1385,1421,26
jambu air,231,2158,24
stroberi,1318,661,17
jambu air,13,1128,28
jambu air,22,2145,25
jambu air,37,1007,17
jambu air,469,1444,12
cabai,514,1217,23
bayam,1532,1360,30
stroberi,1273,616,20
stroberi,1394,668,18
stroberi,1169,602,17
stroberi,1037,601,17
jambu air,372,2957,25
cabai,26,1435,18
cabai,1151,1198,25
kentang,2803,2886,21
bayam,1804,1112,24
stroberi,1298,618,20
jambu air,243,2513,10
jambu air,136,2984,21
stroberi,1251,653,19
bayam,718,1299,29
stroberi,1244,630,19
cabai,234,1761,23
bayam,67,1813,23
cabai,208,861,21
kentang,2148,2782,21
cabai,802,1411,19
kentang,1747,3296,23
stroberi,1067,690,20
stroberi,1122,677,20
kentang,809,2641,19
cabai,166,1402,29
kentang,396,2655,19
jambu air,354,1661,13
bayam,632,1207,30
bayam,1391,1434,27
kentang,1376,2742,19
cabai,965,1495,25
cabai,661,1315,23
bayam,1802,1859,29
kentang,1006,2840,23
kentang,1768,3257,24
bayam,1104,1987,20
cabai,85,1695,29
jambu air,187,2438,11
jambu air,312,1887,10
kentang,2930,2759,21
kentang,984,2532,18
stroberi,1106,677,18
stroberi,1442,655,17
kentang,404,2557,13
cabai,1148,1934,21
jambu air,87,1594,13
jambu air,406,1220,26
jambu air,33,716,17
bayam,1573,1592,21
cabai,931,826,23
cabai,597,945,18
bayam,1084,1207,24
cabai,563,1799,26
bayam,654,1650,25
kentang,388,2819,15
kentang,2435,2714,21
stroberi,1228,669,18
cabai,1341,1188,30
kentang,2697,3152,19
bayam,1940,1303,27
cabai,451,936,20
bayam,348,1638,28
jambu air,318,935,26
stroberi,1337,659,19
kentang,2078,3548,13
kentang,1979,2795,16
kentang,1037,2599,18
bayam,1406,1935,29
kentang,2149,3394,23
cabai,1148,1729,24
stroberi,1293,620,20
stroberi,1168,666,19
cabai,719,1237,23
bayam,411,1077,24
cabai,1150,981,20
bayam,1942,1082,20
stroberi,1004,654,20
kentang,2712,2923,18
cabai,790,1170,28
kentang,2221,2572,15
jambu air,201,1768,23
kentang,2476,2530,14
bayam,946,1432,30
stroberi,1422,635,20
bayam,1628,1024,25
jambu air,193,1738,18
bayam,950,1286,22
bayam,124,1496,25
cabai,32,1916,19
stroberi,1038,662,18
stroberi,1097,613,17
kentang,740,2661,15
bayam,1049,1743,21
stroberi,1419,629,19
kentang,2797,2970,23
cabai,756,1310,19
stroberi,1022,615,20
jambu air,110,675,12
stroberi,1180,608,20
cabai,511,1778,19
bayam,463,1783,25
cabai,857,1454,18
bayam,409,1703,21
jambu air,477,2255,28
kentang,1169,2743,19
cabai,649,1482,30
stroberi,1111,685,18
cabai,864,1477,19
jambu air,190,2472,14
kentang,1368,2499,17
kentang,513,2914,14
jambu air,101,1467,17
jambu air,489,1801,26
cabai,416,1487,20
stroberi,1340,649,17
bayam,284,1831,20
cabai,869,1844,19
cabai,980,1195,30
cabai,50,1184,28
jambu air,493,914,20
bayam,745,1324,28
bayam,661,1879,25
cabai,859,1209,23
cabai,255,961,24
bayam,395,1524,27
jambu air,315,1684,19
jambu air,289,2713,11
jambu air,40,1311,20
kentang,1563,3349,15
bayam,1136,1710,22
cabai,536,1374,19
cabai,1198,1458,27
stroberi,1185,644,20
bayam,419,1363,27
jambu air,139,1603,26
jambu air,142,1175,18
kentang,2721,2565,18
kentang,664,2602,24
kentang,722,2417,18
jambu air,257,1709,26
bayam,751,1849,27
stroberi,1147,648,17
cabai,873,1460,21
kentang,567,3515,17
cabai,1208,1975,26
bayam,1054,1146,22
bayam,66,1765,28
cabai,531,1127,26
kentang,406,2595,24
bayam,1111,1986,21
stroberi,1475,670,18
kentang,706,2818,23
stroberi,1177,680,19
kentang,2545,3406,19
jambu air,410,2908,28
stroberi,1209,633,19
stroberi,1465,661,20
cabai,300,810,27
cabai,378,1194,24
jambu air,13,1592,18
stroberi,1392,678,17
bayam,1819,1272,26
kentang,1868,3057,16
cabai,1252,910,25
stroberi,1063,662,18
bayam,1341,1129,22
cabai,1011,1514,30
stroberi,1345,649,19
kentang,1223,3537,15
jambu air,204,2837,24
cabai,554,1353,20
kentang,383,2605,16
stroberi,1266,687,17
stroberi,1149,601,20
bayam,185,1045,28
stroberi,1066,640,19
stroberi,1048,662,17
jambu air,442,866,11
stroberi,1396,678,18
cabai,962,1011,26
bayam,957,1270,28
jambu air,218,1899,26
jambu air,371,811,26
bayam,1088,1845,30
jambu air,189,2022,19
cabai,815,1416,27
cabai,941,1769,26
stroberi,1117,638,20
kentang,1295,3508,15
stroberi,1462,628,19
jambu air,465,2126,10
bayam,21,1817,22
cabai,600,1145,20
bayam,627,1757,25
kentang,856,3405,19
cabai,840,1160,29
cabai,871,1927,18
jambu air,44,1400,13
jambu air,345,1792,12
stroberi,1254,627,18
stroberi,1131,664,19
kentang,358,3519,21
bayam,21,1310,23
jambu air,435,1654,14
bayam,1445,1826,25
bayam,854,1273,22
kentang,1148,3513,21
jambu air,62,2541,16
bayam,824,1811,30
jambu air,75,2017,11
cabai,906,1961,29
bayam,254,1967,25
bayam,1728,1905,30
jambu air,185,2854,11
jambu air,103,697,13
jambu air,293,1379,27
stroberi,1416,658,20
kentang,2891,2885,22
bayam,311,1095,25
bayam,655,1016,20
jambu air,447,2785,16
kentang,1951,3310,21
bayam,1885,1075,25
jambu air,21,1101,27
stroberi,1034,665,18
kentang,2500,3553,16
kentang,1292,2491,21
bayam,301,1972,22
bayam,1371,1790,30
stroberi,1323,611,20
bayam,791,1193,27
cabai,758,1802,22
kentang,1165,3227,21
cabai,1100,1182,20
stroberi,1036,613,20
stroberi,1260,663,18
jambu air,173,551,26
bayam,616,1443,21
stroberi,1127,699,18
stroberi,1339,671,19
cabai,393,1984,29
stroberi,1482,671,20
bayam,49,1578,29
bayam,1147,1228,20
jambu air,108,888,19
bayam,494,1755,28
stroberi,1427,684,19
stroberi,1034,663,17
jambu air,12,2150,20
stroberi,1416,666,18
stroberi,1057,663,19
cabai,1340,1588,22
cabai,951,1230,18
kentang,403,3015,22
cabai,710,1482,23
kentang,2234,2455,17
jambu air,446,717,24
cabai,1069,1477,24
bayam,1368,1979,27
cabai,152,1119,25
jambu air,45,1025,18
bayam,403,1914,27
jambu air,121,2258,27
bayam,801,1965,20
kentang,1917,2793,13
cabai,490,1382,27
bayam,1978,1480,30
bayam,1173,1416,29
cabai,1268,1125,26
cabai,1200,1784,18
cabai,1382,1242,24
stroberi,1455,665,19
stroberi,1312,671,19
jambu air,439,1698,17
bayam,24,1560,25
kentang,1807,3379,14
bayam,1460,1162,23
bayam,519,1804,24
kentang,2021,3587,19
jambu air,154,2278,10
jambu air,118,1923,20
jambu air,169,730,25
kentang,2505,3035,23
jambu air,143,1676,24
jambu air,239,1183,17
jambu air,147,1109,23
kentang,2693,3327,19
cabai,645,955,30
bayam,1578,1021,30
cabai,227,1324,19
stroberi,1130,603,20
kentang,2281,2588,17
kentang,1447,2609,14
bayam,505,1423,22
kentang,1737,2564,13
cabai,1255,980,28
cabai,292,1630,22
cabai,529,1659,28
cabai,758,1283,26
bayam,1118,1681,20
bayam,556,1076,29
cabai,145,1365,28
stroberi,1350,620,18
bayam,1701,1735,28
kentang,1393,3145,21
stroberi,1020,685,18
cabai,1374,1664,29
jambu air,230,1322,27
kentang,749,2928,23
jambu air,148,2300,28
jambu air,243,1875,22
jambu air,317,1253,20
bayam,790,1727,30
kentang,373,2411,15
bayam,284,1784,21
kentang,1700,3296,13
cabai,160,1829,26
bayam,1813,1512,30
jambu air,218,570,16
jambu air,89,2357,13
cabai,264,903,23
jambu air,354,2246,28
jambu air,319,2221,27
kentang,1491,3054,14
bayam,410,1981,20
jambu air,325,1463,23
jambu air,486,1468,19
bayam,659,1433,22
cabai,1088,1658,22
cabai,1142,1658,23
kentang,1834,3279,15
stroberi,1148,619,18
kentang,822,2714,17
bayam,1704,1156,20
bayam,8,1262,23
cabai,1005,1645,25
jambu air,130,1040,23
bayam,1059,1126,30
bayam,547,1040,29
cabai,55,999,23
bayam,664,1280,25
cabai,310,1681,26
jambu air,82,1374,26
stroberi,1343,643,20
kentang,2278,2757,22
stroberi,1023,673,17
jambu air,21,2836,18
jambu air,56,2828,16
bayam,839,1407,23
kentang,1510,3065,13
stroberi,1451,648,19
cabai,268,1653,22
kentang,890,2549,16
cabai,1300,1670,27
bayam,480,1908,24
jambu air,52,2198,18
kentang,1335,2816,19
kentang,2845,3191,21
kentang,1284,3136,15
jambu air,7,2889,23
jambu air,462,1484,15
kentang,1207,2616,19
jambu air,174,1783,22
cabai,765,1823,19
stroberi,1479,636,18
kentang,1613,2676,21
kentang,1892,3272,24
stroberi,1457,637,19
kentang,2556,3443,17
stroberi,1306,690,20
jambu air,118,756,17
kentang,1808,2829,21
stroberi,1151,656,17
bayam,298,1908,29
cabai,874,1716,20
stroberi,1287,606,20
kentang,2195,3244,21
cabai,619,1874,20
kentang,1585,2754,20
bayam,80,1690,26
cabai,135,1722,30
bayam,1144,1483,27
kentang,2749,2539,23
cabai,188,1613,27
jambu air,125,1671,17
kentang,1028,3248,17
kentang,2261,2621,16
bayam,808,1917,25
cabai,955,990,26
cabai,933,1718,26
bayam,559,1471,24
jambu air,122,1778,16
stroberi,1109,681,18
cabai,914,1067,28
cabai,1292,1706,19
bayam,1347,1669,25
bayam,503,1105,26
kentang,1968,2514,22
cabai,152,856,28
kentang,557,3009,20
kentang,2900,2671,18
bayam,1594,1340,23
jambu air,11,1401,18
jambu air,422,1348,11
cabai,17,1659,26
bayam,1843,1185,26
cabai,845,846,30
kentang,1832,3137,14
cabai,842,810,21
stroberi,1058,651,18
jambu air,319,2804,16
stroberi,1114,614,19
kentang,2951,2798,22
bayam,1783,1572,22
bayam,624,1263,27
jambu air,153,1053,22
stroberi,1451,657,17
kentang,578,2402,24
stroberi,1470,626,19
cabai,119,1233,22
kentang,1876,2570,24
cabai,162,1557,26
jambu air,447,930,22
cabai,21,1310,22
stroberi,1372,662,17
stroberi,1067,653,19
kentang,412,3268,14
bayam,1446,1834,22
cabai,410,800,24
kentang,2976,3339,19
bayam,1559,1475,27
kentang,1598,2494,22
cabai,106,1699,22
cabai,902,1159,22
stroberi,1470,656,19
jambu air,366,1758,14
cabai,539,1840,23
stroberi,1423,667,20
stroberi,1145,613,20
kentang,875,3128,24
stroberi,1408,624,17
jambu air,130,1985,17
cabai,308,1117,22
jambu air,234,2660,19
bayam,1796,1978,24
bayam,1037,1215,24
bayam,831,1459,25
bayam,1339,1572,22
kentang,1244,3070,14
stroberi,1421,659,18
stroberi,1482,694,20
cabai,658,1334,28
jambu air,197,2018,27
bayam,1668,1193,29
stroberi,1205,651,19
kentang,944,2440,16
jambu air,68,907,21
kentang,766,3457,22
cabai,736,1853,22
kentang,1754,2534,13
bayam,1095,1019,29
stroberi,1367,641,17
cabai,716,863,29
bayam,1881,1554,26
jambu air,404,1484,13
bayam,1294,1146,27
kentang,1438,3528,24
cabai,523,1993,23
kentang,2057,3431,23
stroberi,1294,642,20
cabai,1090,1069,26
bayam,1472,1051,30
cabai,1251,1357,24
stroberi,1095,637,19
jambu air,107,2796,13
kentang,2746,3354,15
kentang,2925,2558,14
kentang,2622,3469,17
jambu air,79,884,18
jambu air,361,2192,24
stroberi,1133,685,18
bayam,1830,1876,25
cabai,966,1829,29
jambu air,40,643,23
jambu air,65,1309,21
bayam,1823,1270,24
cabai,427,1723,21
jambu air,278,807,23
jambu air,127,2565,17
kentang,2889,3018,22
stroberi,1269,660,20
jambu air,474,1592,19
cabai,1273,973,18
cabai,1225,1182,19
kentang,2048,3333,22
cabai,440,1412,22
bayam,1089,1420,26
kentang,1458,3311,19
jambu air,480,738,18
stroberi,1108,688,20
cabai,177,1223,30
stroberi,1103,693,19
stroberi,1193,602,19
bayam,1972,1634,28
kentang,2553,2820,18
kentang,403,3388,22
bayam,870,1247,20
stroberi,1475,675,18
stroberi,1017,612,18
bayam,1751,1310,28
kentang,1693,2921,19
kentang,2804,2534,22
jambu air,137,1693,20
bayam,1262,1294,21
jambu air,24,1517,15
bayam,583,1186,20
stroberi,1126,600,19
cabai,442,1722,29
stroberi,1109,636,17
kentang,2611,2583,18
cabai,133,1190,27
bayam,1740,1430,29
cabai,116,1051,24
kentang,1314,2881,22
jambu air,108,2040,24
bayam,1787,1814,21
kentang,481,2916,18
jambu air,412,518,28
bayam,1588,1450,27
jambu air,127,1391,22
jambu air,466,1518,13
stroberi,1176,656,17
jambu air,466,2466,19
bayam,1187,1985,24
kentang,2643,2648,19
cabai,393,1794,27
kentang,2453,3377,24
kentang,1532,2765,19
cabai,1227,1869,30
jambu air,86,2292,28
kentang,2309,3451,14
bayam,201,1830,22
bayam,104,1114,24
stroberi,1130,666,19
cabai,366,1264,21
kentang,2210,2990,23
stroberi,1309,664,20
kentang,2861,3432,18
cabai,885,1829,20
kentang,2324,3043,14
cabai,453,1566,18
bayam,242,1865,26
cabai,345,1156,24
kentang,309,3029,14
kentang,1797,2684,16
stroberi,1185,610,20
jambu air,351,2650,26
jambu air,299,1268,20
bayam,29,1073,23
bayam,1513,1868,28
cabai,823,1312,19
jambu air,490,2367,22
bayam,663,1613,20
jambu air,427,1811,23
stroberi,1109,679,20
kentang,1374,2969,19
cabai,1363,910,21
cabai,584,1435,27
bayam,1879,1356,23
cabai,638,928,23
kentang,2439,2676,17
jambu air,5,1899,10
kentang,1734,2695,14
stroberi,1425,630,18
cabai,492,1949,20
kentang,581,2869,21
bayam,1441,1585,30
kentang,1775,3554,14
bayam,1886,1347,24
bayam,1773,1942,30
kentang,884,2407,15
cabai,983,1465,30
cabai,232,1919,28
jambu air,268,1227,17
stroberi,1254,698,20
jambu air,304,1590,18
jambu air,171,1541,21
cabai,1146,825,21
stroberi,1180,624,20
stroberi,1247,608,20
cabai,729,1101,28
stroberi,1468,649,18
cabai,487,1761,29
jambu air,176,1719,12
jambu air,484,558,14
kentang,465,3287,22
kentang,2562,2577,13
cabai,1219,1411,28
kentang,2043,3066,21
cabai,601,1908,26
bayam,1054,1278,26
stroberi,1024,640,20
cabai,88,1151,21
cabai,994,983,22
bayam,988,1011,21
bayam,1671,1750,27
stroberi,1415,655,19
bayam,180,1971,28
jambu air,500,2089,12
kentang,1247,3497,17
stroberi,1099,676,19
kentang,845,3513,21
kentang,787,3288,19
stroberi,1180,637,17
jambu air,354,520,24
cabai,75,1566,24
kentang,1286,3575,19
stroberi,1162,694,20
bayam,839,1514,25
stroberi,1451,615,18
cabai,434,1506,26
bayam,1270,1658,27
kentang,2302,2472,15
bayam,1555,1144,27
jambu air,30,1130,28
cabai,220,950,24
bayam,1849,1601,22
jambu air,149,928,14
bayam,1058,1741,22
stroberi,1028,670,20
bayam,1251,1673,20
bayam,530,1931,21
jambu air,384,1865,12
kentang,1579,3484,22
bayam,718,1634,25
bayam,1049,1839,25
bayam,1645,1932,25
cabai,941,1579,20
jambu air,403,2603,10
cabai,932,1558,25
jambu air,275,2375,26
bayam,890,1561,26
kentang,1247,3001,21
jambu air,94,2302,21
kentang,2792,3357,23
jambu air,496,1207,27
bayam,1004,1736,29
bayam,1243,1922,22
cabai,416,1270,28
stroberi,1337,613,18
stroberi,1182,647,18
kentang,2766,2975,21
kentang,2866,3306,17
cabai,303,1012,24
kentang,2265,3253,14
cabai,953,1752,20
bayam,670,1971,25
bayam,1765,1821,29
stroberi,1196,644,17
jambu air,34,1706,28
bayam,774,1551,24
kentang,484,3395,21
cabai,585,993,20
cabai,444,1288,21
bayam,213,1153,30
cabai,632,833,24
stroberi,1327,651,18
kentang,561,2572,13
kentang,1116,3250,16
cabai,875,903,28
stroberi,1097,679,17
jambu air,401,2239,10
bayam,1546,1514,29
stroberi,1056,667,20
cabai,1060,837,28
bayam,158,1128,23
bayam,1062,1249,20
cabai,530,1899,27
jambu air,138,1469,12
stroberi,1437,691,17
kentang,367,3467,15
kentang,1344,3236,21
kentang,1503,2711,18
bayam,1979,1802,28
stroberi,1247,689,18
jambu air,299,1297,28
bayam,1268,1531,28
cabai,938,1460,27
kentang,1760,3164,14
jambu air,446,2352,12
stroberi,1278,675,18
stroberi,1307,699,17
cabai,460,1833,28
kentang,1113,2916,13
kentang,1664,2640,22
bayam,903,1291,30
kentang,2619,2833,13
jambu air,244,2008,16
stroberi,1500,651,19
kentang,2363,3487,22
bayam,519,1668,20
bayam,1148,1060,24
bayam,634,1046,25
jambu air,251,1235,22
bayam,792,1329,22
cabai,343,1226,22
cabai,483,1458,25
cabai,1268,1622,25
kentang,630,3523,20
stroberi,1106,660,18
cabai,1229,819,29
jambu air,422,1546,10
stroberi,1304,679,18
bayam,1521,1270,23
kentang,1678,3407,17
kentang,1617,2760,23
jambu air,401,2453,21
kentang,2817,2937,18
stroberi,1238,673,17
bayam,1517,1998,20
bayam,1187,1240,25
cabai,1241,1474,24
cabai,1333,1700,28
cabai,336,1152,27
stroberi,1287,670,20
kentang,1942,3221,24
stroberi,1298,641,19
bayam,1341,1791,23
cabai,983,1797,20
jambu air,347,2270,13
kentang,2552,3064,16
cabai,818,1790,26
kentang,2783,2928,15
jambu air,470,1292,12
stroberi,1267,672,17
jambu air,280,723,22
bayam,36,1914,28
stroberi,1094,606,17
stroberi,1458,698,19
cabai,1236,1065,28
cabai,1033,1140,26
stroberi,1471,688,20
bayam,247,1254,26
stroberi,1320,604,18
jambu air,444,948,14
cabai,1170,1992,30
kentang,1151,3409,15
kentang,2865,3338,22
stroberi,1175,636,17
jambu air,16,1961,24
jambu air,404,1558,23
jambu air,216,801,10
cabai,987,1013,28
cabai,1089,996,28
bayam,1985,1876,30
kentang,384,3577,16
bayam,1582,1571,23
